,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,hpl,year2,Good_seller
4208,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,67.13426853707415,4068289,0
4209,2013,50000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,58.04243668720054,4052169,0
4210,2015,15000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4060225,0
4211,2019,15000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5,68.3375104427736,4076361,0
4212,2014,70000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,65.82109479305741,4056196,0
4213,2012,80000,Petrol,Individual,Manual,First Owner,16.2,995,62.1,5,62.41206030150754,4048144,0
4214,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,24.970273483947683,4052169,0
4215,2017,50000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,72.45409015025041,4068289,0
4216,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4068289,0
4217,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,59.294871794871796,4068289,0
4218,2015,90000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,65.82109479305741,4060225,0
4219,2016,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4064256,0
4220,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4064256,0
4221,2011,147000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,48.60614724803431,4044121,0
4222,2017,20000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4068289,0
4223,2009,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,64.4699140401146,4036081,0
4224,2016,69000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5,66.08811748998664,4064256,0
4225,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,70.91346153846153,4068289,0
4226,2012,97000,LPG,Individual,Manual,Third Owner,19.0,1086,68.1,5,62.70718232044198,4048144,0
4227,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4064256,0
4228,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4020025,0
4229,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5,63.39285714285714,4072324,0
4230,2016,62000,Diesel,Dealer,Manual,First Owner,25.32,1198,77.0,5,64.2737896494157,4064256,0
4231,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,5,68.38763575605681,4076361,0
4232,2019,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5,68.3375104427736,4076361,0
4233,2018,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,5,66.06141522029372,4072324,0
4234,2018,48500,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,70.91346153846153,4072324,0
4235,2017,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4068289,0
4236,2018,36500,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4072324,0
4237,2018,44885,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4072324,0
4238,2009,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,50.53380782918149,4036081,0
4239,2019,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4076361,0
4240,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.8,7,71.15384615384615,4064256,0
4241,2013,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,7,71.12179487179488,4052169,0
4242,2013,95000,Diesel,Dealer,Manual,First Owner,12.8,2494,102.0,7,40.8981555733761,4052169,0
4243,2013,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497,118.0,5,78.8243152972612,4052169,0
4244,2017,65000,Petrol,Dealer,Manual,First Owner,19.02,1198,67.05,7,55.96828046744574,4068289,0
4245,2017,76000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,70.91346153846153,4068289,0
4246,2017,70000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5,59.294871794871796,4068289,0
4247,2014,89000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,5,59.294871794871796,4056196,0
4248,2017,98000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7,61.64229001253656,4068289,0
4249,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7,61.64229001253656,4064256,0
4250,2013,57000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,59.294871794871796,4052169,0
4251,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,59.294871794871796,4068289,0
4252,2016,49200,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4064256,0
4253,2008,60000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,62.661141804788215,4032064,0
4254,2015,120000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,5,61.03678929765886,4060225,0
4255,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4016016,0
4256,2007,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,63.14797360980208,4028049,0
4257,2006,168000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,67.23446893787575,4024036,0
4258,2018,30000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4072324,0
4259,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4064256,0
4260,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,44.49007529089664,4028049,0
4261,2016,23400,Petrol,Individual,Manual,Second Owner,23.95,998,67.1,5,67.23446893787575,4064256,0
4262,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,67.17434869739479,4072324,0
4263,2005,158107,Petrol,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4020025,0
4264,2014,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
4265,2019,3010,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5,62.615101289134444,4076361,0
4266,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5,71.15384615384615,4040100,0
4267,2011,155000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,48.60614724803431,4044121,0
4268,1998,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,46.482412060301506,3992004,0
4269,2018,4000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
4270,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4028049,0
4271,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5,60.422960725075534,4012009,0
4272,2015,110000,Diesel,Individual,Manual,Second Owner,22.77,1498,98.59,5,65.81441922563418,4060225,0
4273,2010,175000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,60.09615384615385,4040100,0
4274,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,48.60614724803431,4032064,0
4275,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,48.60614724803431,4032064,0
4276,2010,77088,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8,38.16793893129771,4040100,0
4277,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4064256,0
4278,2015,80000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,68.24471959213402,4060225,0
4279,2015,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,68.24471959213402,4060225,0
4280,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,69.45697577276525,4064256,0
4281,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,67.23446893787575,4048144,0
4282,2012,60000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,58.31663326653307,4048144,0
4283,2013,82500,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5,60.09615384615385,4052169,0
4284,2018,30000,Diesel,Individual,Manual,Second Owner,23.0,1498,98.96,5,66.06141522029372,4072324,0
4285,2011,100000,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,5,74.28427925665495,4044121,0
4286,2015,70000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,59.294871794871796,4060225,0
4287,2017,85000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,5,71.07371794871794,4068289,0
4288,2014,60000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,67.17434869739479,4056196,0
4289,2015,20000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5,59.42211055276381,4060225,0
4290,2009,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,38.16793893129771,4036081,0
4291,2002,75000,Petrol,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4008004,0
4292,2005,100000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4020025,0
4293,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5,70.91346153846153,4064256,0
4294,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,74.35037720033529,4068289,0
4295,2013,139000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,61.53846153846154,4052169,0
4296,2005,90000,Petrol,Individual,Automatic,Second Owner,19.7,796,46.3,5,58.16582914572864,4020025,0
4297,2009,120000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4036081,0
4298,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5,52.104208416833664,4032064,0
4299,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,64.83103879849813,4044121,0
4300,2007,105000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,24.970273483947683,4028049,0
4301,2017,40000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5,62.36930860033726,4068289,0
4302,2017,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,68.38763575605681,4068289,0
4303,2015,36710,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,59.42211055276381,4060225,0
4304,2016,28180,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,70.91346153846153,4064256,0
4305,2019,15000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,5,70.60327198364008,4076361,0
4306,2019,4000,Petrol,Individual,Manual,First Owner,19.72,1198,67.0,7,55.926544240400666,4076361,0
4307,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,59.24679487179487,4056196,0
4308,2013,15000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,71.67919799498746,4052169,0
4309,2018,56000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
4310,2017,19000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,68.38763575605681,4068289,0
4311,2017,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4068289,0
4312,2009,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,49.4269340974212,4036081,0
4313,2019,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,61.03678929765886,4076361,0
4314,2013,85000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4052169,0
4315,2018,50000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
4316,2019,20000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,68.38763575605681,4076361,0
4317,2017,25000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,67.17434869739479,4068289,0
4318,2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,90.56761268781302,4072324,0
4319,2014,50000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,71.67919799498746,4056196,0
4320,2009,90000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5,76.9788182831661,4036081,0
4321,2019,100000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,74.35037720033529,4076361,0
4322,2008,180000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,5,47.89135096497498,4032064,0
4323,2013,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,59.42211055276381,4052169,0
4324,2012,80000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,59.24679487179487,4048144,0
4325,1999,100000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5,60.422960725075534,3996001,0
4326,2014,93000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4056196,0
4327,2014,11500,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,24.970273483947683,4056196,0
4328,2006,100000,Petrol,Individual,Automatic,Second Owner,18.9,1248,74.0,5,59.294871794871796,4024036,0
4329,2015,50000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,9,37.645640819606264,4060225,0
4330,2012,120000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5,77.68871075484302,4048144,0
4331,2010,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,48.60614724803431,4040100,0
4332,2004,57000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,46.482412060301506,4016016,0
4333,2016,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4064256,0
4334,2017,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499,110.5,5,73.71581054036024,4068289,0
4335,2017,90000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,59.42211055276381,4068289,0
4336,2018,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,63.560171919770774,4072324,0
4337,2012,20000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,62.661141804788215,4048144,0
4338,2010,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,58.16582914572864,4040100,0
4339,2016,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5,66.08811748998664,4064256,0
4340,2008,80000,Petrol,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4032064,0
4341,2016,80000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,8,59.08653846153845,4064256,0
4342,2012,72000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4048144,0
4343,2016,50000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,60.090135202804206,4064256,0
4344,2012,90000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,66.10169491525424,4048144,0
4345,2019,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,68.38763575605681,4076361,0
4346,2012,70000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8,55.07113354749885,4048144,0
4347,2006,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4024036,0
4348,2016,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4064256,0
4349,2019,72000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,65.82109479305741,4076361,0
4350,2008,25000,Petrol,Individual,Manual,Second Owner,16.84,1193,64.4,5,53.9815590947192,4032064,0
4351,2003,114000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,58.16582914572864,4012009,0
4352,2005,120000,Petrol,Individual,Manual,First Owner,13.0,1493,100.0,5,66.97923643670462,4020025,0
4353,2009,55768,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,50.53380782918149,4036081,0
4354,2017,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,68.38763575605681,4068289,0
4355,2020,70000,Petrol,Individual,Manual,Second Owner,21.79,998,67.05,5,67.18436873747495,4080400,0
4356,2018,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,70.05838198498748,4072324,0
4357,2017,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4068289,0
4358,2013,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
4359,2014,60000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4056196,0
4360,2009,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,50.53380782918149,4036081,0
4361,2011,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,59.21474358974359,4044121,0
4362,2017,60000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,70.05838198498748,4068289,0
4363,2009,30000,Petrol,Individual,Manual,First Owner,16.5,995,63.0,5,63.316582914572855,4036081,0
4364,2018,35000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,5,72.49666221628839,4072324,0
4365,2003,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,46.482412060301506,4012009,0
4366,2012,100000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,74.2299794661191,4048144,0
4367,2012,80000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7,64.24965580541533,4048144,0
4368,2014,84000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.5,5,59.07877169559413,4056196,0
4369,2014,60000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,59.91321762349799,4056196,0
4370,1998,50000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,60.422960725075534,3992004,0
4371,2011,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,65.91478696741855,4044121,0
4372,2015,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4060225,0
4373,2013,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,24.61355529131986,4052169,0
4374,2014,82500,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,24.61355529131986,4056196,0
4375,2014,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,24.61355529131986,4056196,0
4376,2011,87000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,5,60.09615384615385,4044121,0
4377,2010,120000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7,44.83586869495596,4040100,0
4378,2016,70000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,5,74.35037720033529,4064256,0
4379,2010,188000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,71.15384615384615,4040100,0
4380,2014,120000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,8,59.13461538461538,4056196,0
4381,2015,80000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,78.3567134268537,4060225,0
4382,2010,123278,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,65.91478696741855,4040100,0
4383,2012,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,48.60614724803431,4048144,0
4384,2013,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5,48.67762687634024,4052169,0
4385,2015,65000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4060225,0
4386,2012,90000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7,63.377696190913255,4048144,0
4387,2018,33000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4072324,0
4388,2015,26500,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4060225,0
4389,2011,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,5,57.182320441988956,4044121,0
4390,2013,70000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
4391,2015,80000,Petrol,Individual,Manual,First Owner,20.63,1198,67.06,5,55.976627712854764,4060225,0
4392,2017,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4068289,0
4393,2011,100000,Diesel,Individual,Manual,First Owner,19.5,1199,75.0,5,62.55212677231026,4044121,0
4394,2011,80000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,64.83103879849813,4044121,0
4395,2016,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,68.50459482038428,4064256,0
4396,2019,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,68.38763575605681,4076361,0
4397,2011,80000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,5,60.09615384615385,4044121,0
4398,2012,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4048144,0
4399,2006,90000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,5,60.32045240339303,4024036,0
4400,2017,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,59.42211055276381,4068289,0
4401,2017,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4068289,0
4402,2014,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,67.23446893787575,4056196,0
